Administering_IC_K99,Congressional_District_K99,Department_K99,Organization_Name_K99,Organization_City_K99,Organization_State_K99,Organization_Type_K99,Funding_IC.s._K99,K99_inst_pub_priv,same_dept,same_insti,Administering_IC_R00,Congressional_District_R00,Department_R00,Organization_Name_R00,Organization_City_R00,Organization_State_R00,Organization_Type_R00,Fiscal_Year_R00,Funding_IC.s._R00,R00_inst_pub_priv,Grant_type,Retained_Y_N,years_to_obtain_R01,Obtained_R01,ga_gender,K99_pub_priv,R00_pub_priv,Top_25_NIH_funding_K99,Top_25_NIH_funding_R00
NIDA,18,ANESTHESIOLOGY,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NIDA,Private,TRUE,FALSE,NIDA,4,ANESTHESIOLOGY,DUKE_U_R00,DURHAM,NC,SCHOOLS OF MEDICINE,2018,NIDA,Private,R01,LEFT,4,YES,female,Private,Private,YES,YES
NIA,12,NONE,PENNSYLVANIA_STATE_K99,UNIVERSITY PARK,PA,SCHOOLS OF NURSING,NIA,Public,FALSE,FALSE,NIA,3,OTHER HEALTH PROFESSIONS,U_OF_PENNSYLVANIA_R00,PHILADELPHIA,PA,SCHOOLS OF NURSING,2018,NIA,Private,R01,LEFT,4,YES,female,Public,Private,NO,YES
NIAAA,12,PUBLIC HEALTH & PREV MEDICINE,U_OF_CALIFORNIA_SAN_FRANCISCO_K99,SAN FRANCISCO,CA,SCHOOLS OF MEDICINE,NIAAA,public,FALSE,FALSE,NIAAA,12,INTERNAL MEDICINE/MEDICINE,NEW_YORK_U_SCH_OF_MED_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2022,NIAAA,Private,Unknown,LEFT,1,NO,female,public,Private,YES,NO
NHLBI,12,ANATOMY/CELL BIOLOGY,U_OF_CALIFORNIA_SAN_FRANCISCO_K99,SAN FRANCISCO,CA,SCHOOLS OF DENTISTRY/ORAL HYGN,NHLBI,public,TRUE,FALSE,NHLBI,13,ANATOMY/CELL BIOLOGY,ICAHN_SCH_OF_MED_AT_MOUNT_SINAI_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2022,NHLBI,Private,Unknown,LEFT,0,NO,female,public,Private,YES,YES
NICHD,18,ANESTHESIOLOGY,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NICHD,Private,FALSE,FALSE,NICHD,5,OBSTETRICS & GYNECOLOGY,EMORY_U_R00,ATLANTA,GA,SCHOOLS OF MEDICINE,2019,NICHD,Private,Unknown,LEFT,3,NO,female,Private,Private,YES,YES
NHLBI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_K99,BOSTON,MA,Independent Hospitals,NHLBI,Private,FALSE,FALSE,NHLBI,13,INTERNAL MEDICINE/MEDICINE,ICAHN_SCH_OF_MED_AT_MOUNT_SINAI_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2021,NHLBI,Private,R01,LEFT,1,YES,male,Private,Private,YES,YES
AHRQ,30,UnavaiLABle,BAYLOR_RES_INST_K99,DALLAS,TX,Research Institutes,AHRQ,Private,FALSE,FALSE,AHRQ,5,MISCELLANEOUS,EMORY_U_R00,ATLANTA,GA,SCHOOLS OF ARTS AND SCIENCES,2014,AHRQ,Private,Unknown,LEFT,8,NO,male,Private,Private,NO,YES
NINR,3,FAMILY MEDICINE,U_OF_PENNSYLVANIA_K99,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,NINR,Private,FALSE,TRUE,NINR,3,OTHER HEALTH PROFESSIONS,U_OF_PENNSYLVANIA_R00,PHILADELPHIA,PA,SCHOOLS OF NURSING,2014,NINR,Private,R01,STAYED,7,YES,female,Private,Private,YES,YES
NIMH,4,PSYCHIATRY,U_OF_NORTH_CAROLINA_CHAPEL_HILL_K99,CHAPEL HILL,NC,SCHOOLS OF MEDICINE,NIMH,Public,FALSE,FALSE,NIMH,4,PSYCHOLOGY,DUKE_U_R00,DURHAM,NC,SCHOOLS OF ARTS AND SCIENCES,2018,NIMH,Private,R01,LEFT,4,YES,female,Public,Private,YES,YES
NCI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_K99,BOSTON,MA,Independent Hospitals,NCI,Private,TRUE,TRUE,NCI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_R00,BOSTON,MA,Independent Hospitals,2009,NCI,Private,Unknown,STAYED,13,NO,female,Private,Private,YES,YES
NCI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_K99,BOSTON,MA,Independent Hospitals,NCI,Private,TRUE,TRUE,NCI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_R00,BOSTON,MA,Independent Hospitals,2009,NCI,Private,R01,STAYED,4,YES,female,Private,Private,YES,YES
NHLBI,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_K99,BOSTON,MA,Independent Hospitals,NHLBI,Private,TRUE,TRUE,NHLBI,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_R00,BOSTON,MA,Independent Hospitals,2012,NHLBI,Private,Unknown,STAYED,10,NO,female,Private,Private,YES,YES
NIAID,7,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_K99,BOSTON,MA,Independent Hospitals,NIAID,Private,TRUE,TRUE,NIAID,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_R00,BOSTON,MA,Independent Hospitals,2008,NIAID,Private,R01,STAYED,3,YES,male,Private,Private,YES,YES
NCI,7,UnavaiLABle,WHITEHEAD_INST_FOR_BIOMED_RES_K99,CAMBRIDGE,MA,Research Institutes,NCI,Private,FALSE,FALSE,NCI,7,BIOCHEMISTRY,NORTHWESTERN_U_R00,CHICAGO,IL,SCHOOLS OF MEDICINE,2016,NCI,Private,Unknown,LEFT,7,NO,male,Private,Private,NO,NO
NICHD,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_K99,BOSTON,MA,Independent Hospitals,NICHD,Private,TRUE,TRUE,NICHD,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_R00,BOSTON,MA,Independent Hospitals,2019,NICHD,Private,Unknown,STAYED,3,NO,female,Private,Private,YES,YES
NIMH,12,PHARMACOLOGY,WEILL_MED_COLL_OF_CORNELL_U_K99,NEW YORK,NY,SCHOOLS OF MEDICINE,NIMH,Private,FALSE,FALSE,NIMH,4,BIOCHEMISTRY,DUKE_U_R00,DURHAM,NC,SCHOOLS OF MEDICINE,2016,NIMH,Private,R01,LEFT,3,YES,female,Private,Private,NO,YES
NEI,10,BIOLOGY,COLUMBIA_U_NEW_YORK_MORNINGSIDE_K99,NEW YORK,NY,GRADUATE SCHOOLS,NEI,Private,FALSE,FALSE,NEI,13,PSYCHIATRY,COLUMBIA_U_HEALTH_SCI_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2021,NEI,Private,Unknown,LEFT,2,NO,female,Private,Private,NO,YES
NCI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_K99,BOSTON,MA,Independent Hospitals,NCI,Private,TRUE,TRUE,NCI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_R00,BOSTON,MA,Independent Hospitals,2018,NCI,Private,DP2,STAYED,2,YES,male,Private,Private,YES,YES
NICHD,13,BIOCHEMISTRY,U_OF_CALIFORNIA_BERKELEY_K99,BERKELEY,CA,SCHOOLS OF ARTS AND SCIENCES,NICHD,public,FALSE,FALSE,NICHD,3,VETERINARY SCIENCES,U_OF_PENNSYLVANIA_R00,PHILADELPHIA,PA,SCHOOLS OF VETERINARY MEDICINE,2022,NICHD,Private,Unknown,LEFT,1,NO,male,public,Private,NO,YES
NIAID,7,UnavaiLABle,FRED_HUTCHINSON_CANCER_RES_CTR_K99,SEATTLE,WA,Research Institutes,NIAID,Private,FALSE,FALSE,NIAID,3,VETERINARY SCIENCES,U_OF_PENNSYLVANIA_R00,PHILADELPHIA,PA,SCHOOLS OF VETERINARY MEDICINE,2022,NIAID,Private,Unknown,LEFT,0,NO,female,Private,Private,YES,YES
NIGMS,9,INTERNAL MEDICINE/MEDICINE,U_OF_TX_MD_ANDERSON_CAN_CTR_K99,HOUSTON,TX,OVERALL MEDICAL,NIGMS,Public,FALSE,FALSE,NIGMS,18,BIOLOGY,STANFORD_U_R00,STANFORD,CA,SCHOOLS OF ARTS AND SCIENCES,2009,NIGMS,Private,R35,LEFT,7,YES,male,Public,Private,NO,YES
NICHD,7,BIOLOGY,HARVARD_MED_SCH_K99,BOSTON,MA,SCHOOLS OF MEDICINE,NICHD,Private,FALSE,FALSE,NICHD,4,ANATOMY/CELL BIOLOGY,DUKE_U_R00,DURHAM,NC,SCHOOLS OF MEDICINE,2022,NICHD,Private,Unknown,LEFT,1,NO,female,Private,Private,NO,YES
NIDCD,7,MICROBIOLOGY/IMMUN/VIROLOGY,U_OF_MARYLAND_BALTIMORE_K99,BALTIMORE,MD,SCHOOLS OF DENTISTRY/ORAL HYGN,NIDCD,public,FALSE,FALSE,NIDCD,7,OTOLARYNGOLOGY,JOHNS_HOPKINS_U_R00,BALTIMORE,MD,SCHOOLS OF MEDICINE,2009,NIDCD,Private,Unknown,LEFT,13,NO,female,public,Private,NO,YES
NIGMS,7,GENETICS,U_OF_WASHINGTON_K99,SEATTLE,WA,SCHOOLS OF MEDICINE,NIGMS,Public,TRUE,FALSE,NIGMS,3,GENETICS,U_OF_PENNSYLVANIA_R00,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,2010,NIGMS,Private,R01,LEFT,5,YES,male,Public,Private,YES,YES
NHLBI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_K99,BOSTON,MA,Independent Hospitals,NHLBI,Private,TRUE,FALSE,NHLBI,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_R00,BOSTON,MA,Independent Hospitals,2012,NHLBI,Private,R01,LEFT,2,YES,male,Private,Private,YES,YES
NIDDK,1,MICROBIOLOGY/IMMUN/VIROLOGY,WASHINGTON_U_K99,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,NIDDK,Private,TRUE,TRUE,NIDDK,1,MICROBIOLOGY/IMMUN/VIROLOGY,WASHINGTON_U_R00,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,2009,NIDDK,Private,R01,STAYED,5,YES,female,Private,Private,YES,YES
NIDCD,7,BIOLOGY,HARVARD_MED_SCH_K99,BOSTON,MA,SCHOOLS OF MEDICINE,NIDCD,Private,FALSE,FALSE,NIDCD,12,NEUROSCIENCES,NEW_YORK_U_SCH_OF_MED_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2014,NIDCD,Private,R01,LEFT,4,YES,female,Private,Private,NO,NO
NICHD,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_K99,BOSTON,MA,Independent Hospitals,NICHD,Private,TRUE,TRUE,NICHD,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_R00,BOSTON,MA,Independent Hospitals,2015,NICHD,Private,R01,STAYED,4,YES,male,Private,Private,YES,YES
NCI,18,INTERNAL MEDICINE/MEDICINE,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NCI,Private,FALSE,TRUE,NCI,18,PATHOLOGY,STANFORD_U_R00,STANFORD,CA,SCHOOLS OF MEDICINE,2017,NCI,Private,R01,STAYED,5,YES,male,Private,Private,YES,YES
NHLBI,2,GENETICS,U_OF_MASSACHUSETTS_MED_SCH_WORCESTER_K99,WORCESTER,MA,SCHOOLS OF MEDICINE,NHLBI,Public,FALSE,FALSE,NHLBI,3,INTERNAL MEDICINE/MEDICINE,YALE_U_R00,NEW HAVEN,CT,SCHOOLS OF MEDICINE,2012,NHLBI,Private,R01,LEFT,5,YES,female,Public,Private,NO,YES
NCI,12,PATHOLOGY,NEW_YORK_U_SCH_OF_MED_K99,NEW YORK,NY,SCHOOLS OF MEDICINE,NCI,Private,FALSE,FALSE,NCI,7,PHARMACOLOGY,NORTHWESTERN_U_R00,CHICAGO,IL,SCHOOLS OF MEDICINE,2015,NCI,Private,R01,LEFT,6,YES,male,Private,Private,NO,NO
NIBIB,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_K99,BOSTON,MA,Independent Hospitals,NIBIB,Private,TRUE,TRUE,NIBIB,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_R00,BOSTON,MA,Independent Hospitals,2015,NIBIB,Private,R01,STAYED,2,YES,male,Private,Private,YES,YES
NICHD,1,RADIATION-DIAGNOSTIC/ONCOLOGY,WASHINGTON_U_K99,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,NICHD,Private,FALSE,TRUE,NICHD,1,BIOMEDICAL ENGINEERING,WASHINGTON_U_R00,SAINT LOUIS,MO,BIOMED ENGR/COL ENGR/ENGR STA,2022,NICHD,Private,Unknown,STAYED,0,NO,female,Private,Private,YES,YES
NIA,7,RADIATION-DIAGNOSTIC/ONCOLOGY,JOHNS_HOPKINS_U_K99,BALTIMORE,MD,SCHOOLS OF MEDICINE,NIA,Private,TRUE,TRUE,NIA,7,RADIATION-DIAGNOSTIC/ONCOLOGY,JOHNS_HOPKINS_U_R00,BALTIMORE,MD,SCHOOLS OF MEDICINE,2021,NIA,Private,Unknown,STAYED,2,NO,male,Private,Private,YES,YES
NHLBI,5,PEDIATRICS,EMORY_U_K99,ATLANTA,GA,SCHOOLS OF MEDICINE,NHLBI,Private,TRUE,TRUE,NHLBI,5,PEDIATRICS,EMORY_U_R00,ATLANTA,GA,SCHOOLS OF MEDICINE,2021,NHLBI,Private,Unknown,STAYED,1,NO,female,Private,Private,YES,YES
NINDS,7,BIOLOGY,HARVARD_MED_SCH_K99,BOSTON,MA,SCHOOLS OF MEDICINE,NINDS,Private,FALSE,FALSE,NINDS,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_R00,BOSTON,MA,Independent Hospitals,2019,NINDS,Private,R01,LEFT,3,YES,female,Private,Private,NO,YES
NIMH,7,PUBLIC HEALTH & PREV MEDICINE,U_OF_WASHINGTON_K99,SEATTLE,WA,SCHOOLS OF MEDICINE,OD,Public,FALSE,FALSE,NIMH,7,UnavaiLABle,FRED_HUTCHINSON_CANCER_RES_CTR_R00,Seattle,WA,Other Domestic Non-Profits,2021,NIMH,Private,Unknown,LEFT,1,NO,female,Public,Private,YES,YES
NCI,7,UnavaiLABle,DANA-FARBER_CANCER_INST_K99,BOSTON,MA,Independent Hospitals,NCI,Private,TRUE,FALSE,NCI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_R00,BOSTON,MA,Independent Hospitals,2017,NCI,Private,Unknown,LEFT,5,NO,male,Private,Private,NO,YES
NHGRI,3,INTERNAL MEDICINE/MEDICINE,U_OF_PENNSYLVANIA_K99,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,NHGRI,Private,TRUE,FALSE,NHGRI,12,INTERNAL MEDICINE/MEDICINE,NEW_YORK_U_SCH_OF_MED_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2022,NHGRI,Private,Unknown,LEFT,0,NO,female,Private,Private,YES,NO
NCI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_K99,BOSTON,MA,Independent Hospitals,NCI,Private,TRUE,TRUE,NCI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_R00,BOSTON,MA,Independent Hospitals,2011,NCI,Private,R01,STAYED,8,YES,male,Private,Private,YES,YES
NIMH,7,BIOLOGY,HARVARD_MED_SCH_K99,BOSTON,MA,SCHOOLS OF MEDICINE,NIMH,Private,FALSE,FALSE,NIMH,1,NEUROSCIENCES,WASHINGTON_U_R00,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,2008,NIMH,Private,R01,LEFT,4,YES,male,Private,Private,NO,YES
NHLBI,7,PUBLIC HEALTH & PREV MEDICINE,HARVARD_SCH_OF_PUBLIC_HEALTH_K99,BOSTON,MA,SCHOOLS OF PUBLIC HEALTH,NHLBI,Private,FALSE,FALSE,NHLBI,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_R00,BOSTON,MA,Independent Hospitals,2009,NHLBI,Private,Unknown,LEFT,14,NO,female,Private,Private,NO,YES
NINR,3,NEUROSCIENCES,U_OF_PENNSYLVANIA_K99,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,NINR,Private,FALSE,FALSE,NINR,3,NONE,YALE_U_R00,NEW HAVEN,CT,SCHOOLS OF NURSING,2015,NINR,Private,Unknown,LEFT,7,NO,female,Private,Private,YES,YES
NIA,4,PUBLIC HEALTH & PREV MEDICINE,U_OF_NORTH_CAROLINA_CHAPEL_HILL_K99,CHAPEL HILL,NC,SCHOOLS OF PUBLIC HEALTH,NIA,Public,FALSE,FALSE,NIA,13,INTERNAL MEDICINE/MEDICINE,COLUMBIA_U_HEALTH_SCI_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2019,NIA,Private,R01,LEFT,2,YES,female,Public,Private,YES,YES
NCI,33,MICROBIOLOGY/IMMUN/VIROLOGY,U_OF_CALIFORNIA_LOS_ANGELES_K99,LOS ANGELES,CA,SCHOOLS OF MEDICINE,NCI,Public,FALSE,FALSE,NCI,4,PATHOLOGY,DUKE_U_R00,DURHAM,NC,SCHOOLS OF MEDICINE,2019,NCI,Private,Unknown,LEFT,3,NO,male,Public,Private,YES,YES
NIGMS,3,BIOCHEMISTRY,YALE_U_K99,NEW HAVEN,CT,SCHOOLS OF MEDICINE,NIGMS,Private,FALSE,FALSE,NIGMS,13,MICROBIOLOGY/IMMUN/VIROLOGY,ICAHN_SCH_OF_MED_AT_MOUNT_SINAI_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2021,NIGMS,Private,Unknown,LEFT,1,NO,female,Private,Private,YES,YES
NLM,7,OTHER HEALTH PROFESSIONS,U_OF_WASHINGTON_K99,SEATTLE,WA,SCHOOLS OF MEDICINE,NLM,Public,FALSE,FALSE,NLM,13,GENETICS,ICAHN_SCH_OF_MED_AT_MOUNT_SINAI_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2022,NLM,Private,Unknown,LEFT,1,NO,male,Public,Private,YES,YES
NCI,3,INTERNAL MEDICINE/MEDICINE,YALE_U_K99,NEW HAVEN,CT,SCHOOLS OF MEDICINE,NCI,Private,TRUE,TRUE,NCI,3,INTERNAL MEDICINE/MEDICINE,YALE_U_R00,NEW HAVEN,CT,SCHOOLS OF MEDICINE,2018,NCI,Private,Unknown,STAYED,4,NO,female,Private,Private,YES,YES
NIA,5,MICROBIOLOGY/IMMUN/VIROLOGY,HARVARD_U_K99,CAMBRIDGE,MA,SCHOOLS OF ARTS AND SCIENCES,NIA,Private,FALSE,FALSE,NIA,1,INTERNAL MEDICINE/MEDICINE,WASHINGTON_U_R00,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,2016,NIA,Private,R01,LEFT,3,YES,male,Private,Private,NO,YES
NHLBI,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_K99,BOSTON,MA,Independent Hospitals,NHLBI,Private,TRUE,TRUE,NHLBI,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_R00,BOSTON,MA,Independent Hospitals,2015,NHLBI,Private,Unknown,STAYED,7,NO,male,Private,Private,YES,YES
NIA,3,BIOCHEMISTRY,YALE_U_K99,NEW HAVEN,CT,SCHOOLS OF ARTS AND SCIENCES,NIA,Private,FALSE,FALSE,NIA,1,GENETICS,WASHINGTON_U_R00,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,2014,NIA,Private,R01,LEFT,5,YES,male,Private,Private,YES,YES
NHGRI,7,UnavaiLABle,DANA-FARBER_CANCER_INST_K99,BOSTON,MA,Independent Hospitals,NHGRI,Private,TRUE,FALSE,NHGRI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_R00,BOSTON,MA,Independent Hospitals,2017,NHGRI,Private,R35,LEFT,3,YES,male,Private,Private,NO,YES
NIMH,12,NONE,PRINCETON_U_K99,Princeton,NJ,UNIVERSITY-WIDE,NIMH,Private,FALSE,FALSE,NIMH,7,PHYSIOLOGY,NORTHWESTERN_U_R00,CHICAGO,IL,SCHOOLS OF MEDICINE,2021,NIMH,Private,Unknown,LEFT,2,NO,male,Private,Private,NO,NO
NIDDK,3,PHYSIOLOGY,YALE_U_K99,NEW HAVEN,CT,SCHOOLS OF MEDICINE,NIDDK,Private,TRUE,FALSE,NIDDK,7,PHYSIOLOGY,JOHNS_HOPKINS_U_R00,BALTIMORE,MD,SCHOOLS OF MEDICINE,2010,NIDDK,Private,R01,LEFT,6,YES,female,Private,Private,YES,YES
NCI,12,UnavaiLABle,SLOAN-KETTERING_INST_CAN_RES_K99,NEW YORK,NY,Research Institutes,NCI,Private,FALSE,FALSE,NCI,3,PATHOLOGY,YALE_U_R00,NEW HAVEN,CT,SCHOOLS OF MEDICINE,2010,NCI,Private,R01,LEFT,0,YES,female,Private,Private,YES,YES
NCI,7,UnavaiLABle,WHITEHEAD_INST_FOR_BIOMED_RES_K99,CAMBRIDGE,MA,Research Institutes,NCI,Private,FALSE,FALSE,NCI,12,PATHOLOGY,NEW_YORK_U_SCH_OF_MED_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2014,NCI,Private,R01,LEFT,5,YES,male,Private,Private,NO,NO
NHLBI,18,PEDIATRICS,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NHLBI,Private,TRUE,TRUE,NHLBI,18,PEDIATRICS,STANFORD_U_R00,STANFORD,CA,SCHOOLS OF MEDICINE,2017,NHLBI,Private,Unknown,STAYED,6,NO,male,Private,Private,YES,YES
NIAID,7,MICROBIOLOGY/IMMUN/VIROLOGY,U_OF_WASHINGTON_K99,SEATTLE,WA,SCHOOLS OF MEDICINE,NIAID,Public,FALSE,FALSE,NIAID,7,UnavaiLABle,FRED_HUTCHINSON_CANCER_RES_CTR_R00,SEATTLE,WA,Research Institutes,2011,NIAID,Private,R01,LEFT,3,YES,male,Public,Private,YES,YES
NHLBI,7,PHYSIOLOGY,U_OF_MARYLAND_BALTIMORE_K99,BALTIMORE,MD,SCHOOLS OF MEDICINE,NHLBI,public,TRUE,FALSE,NHLBI,3,PHYSIOLOGY,U_OF_PENNSYLVANIA_R00,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,2014,NHLBI,Private,R01,LEFT,3,YES,male,public,Private,NO,YES
NIMH,7,PHYSICAL MEDICINE & REHAB,JOHNS_HOPKINS_U_K99,BALTIMORE,MD,SCHOOLS OF MEDICINE,NIMH,Private,FALSE,TRUE,NIMH,7,RADIATION-DIAGNOSTIC/ONCOLOGY,JOHNS_HOPKINS_U_R00,BALTIMORE,MD,SCHOOLS OF MEDICINE,2018,NIMH,Private,Unknown,STAYED,5,NO,male,Private,Private,YES,YES
NIDDK,13,INTERNAL MEDICINE/MEDICINE,COLUMBIA_U_HEALTH_SCI_K99,NEW YORK,NY,SCHOOLS OF MEDICINE,NIDDK,Private,FALSE,TRUE,NIDDK,13,PATHOLOGY,COLUMBIA_U_HEALTH_SCI_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2015,NIDDK,Private,R01,STAYED,3,YES,female,Private,Private,YES,YES
NHLBI,7,RADIATION-DIAGNOSTIC/ONCOLOGY,JOHNS_HOPKINS_U_K99,BALTIMORE,MD,SCHOOLS OF MEDICINE,NHLBI,Private,TRUE,TRUE,NHLBI,7,RADIATION-DIAGNOSTIC/ONCOLOGY,JOHNS_HOPKINS_U_R00,BALTIMORE,MD,SCHOOLS OF MEDICINE,2014,NHLBI,Private,Unknown,STAYED,8,NO,male,Private,Private,YES,YES
NIAID,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_K99,BOSTON,MA,Independent Hospitals,NIAID,Private,TRUE,TRUE,NIAID,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_R00,BOSTON,MA,Independent Hospitals,2010,NIAID,Private,R01,STAYED,2,YES,male,Private,Private,YES,YES
NIAMS,1,ORTHOPEDICS,WASHINGTON_U_K99,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,NIAMS,Private,TRUE,TRUE,NIAMS,1,ORTHOPEDICS,WASHINGTON_U_R00,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,2017,NIAMS,Private,Unknown,STAYED,6,NO,male,Private,Private,YES,YES
NICHD,5,MICROBIOLOGY/IMMUN/VIROLOGY,HARVARD_U_K99,CAMBRIDGE,MA,SCHOOLS OF ARTS AND SCIENCES,NICHD,Private,FALSE,FALSE,NICHD,3,ANATOMY/CELL BIOLOGY,U_OF_PENNSYLVANIA_R00,PHILADELPHIA,PA,SCHOOLS OF MEDICINE,2021,NICHD,Private,Unknown,LEFT,2,NO,female,Private,Private,NO,YES
NIDDK,7,GENETICS,HARVARD_MED_SCH_K99,BOSTON,MA,SCHOOLS OF MEDICINE,NIDDK,Private,FALSE,FALSE,NIDDK,7,UnavaiLABle,FRED_HUTCHINSON_CANCER_RES_CTR_R00,SEATTLE,WA,Research Institutes,2016,NIDDK,Private,R35,LEFT,1,YES,female,Private,Private,NO,YES
NIDDK,33,PATHOLOGY,U_OF_CALIFORNIA_LOS_ANGELES_K99,LOS ANGELES,CA,SCHOOLS OF MEDICINE,NIDDK,Public,FALSE,FALSE,NIDDK,13,INTERNAL MEDICINE/MEDICINE,ICAHN_SCH_OF_MED_AT_MOUNT_SINAI_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2019,NIDDK,Private,Unknown,LEFT,3,NO,male,Public,Private,YES,YES
NHLBI,12,INTERNAL MEDICINE/MEDICINE,NEW_YORK_U_SCH_OF_MED_K99,NEW YORK,NY,SCHOOLS OF MEDICINE,NHLBI,Private,FALSE,TRUE,NHLBI,12,SURGERY,NEW_YORK_U_SCH_OF_MED_R00,NEW YORK,NY,SCHOOLS OF MEDICINE,2017,NHLBI,Private,R01,STAYED,3,YES,female,Private,Private,NO,NO
NCI,8,UnavaiLABle,MASSACHUSETTS_GENERAL_HOSP_K99,BOSTON,MA,Independent Hospitals,NCI,Private,TRUE,FALSE,NCI,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_R00,BOSTON,MA,Independent Hospitals,2014,NCI,Private,Unknown,LEFT,8,NO,male,Private,Private,YES,YES
NINDS,49,UnavaiLABle,SALK_INST_FOR_BIOLOGICAL_STUDIES_K99,La Jolla,CA,Research Institutes,NINDS,Private,FALSE,FALSE,NINDS,5,PHARMACOLOGY,EMORY_U_R00,ATLANTA,GA,SCHOOLS OF MEDICINE,2012,NINDS,Private,R01,LEFT,7,YES,female,Private,Private,NO,YES
NHLBI,18,INTERNAL MEDICINE/MEDICINE,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NHLBI,Private,TRUE,TRUE,NHLBI,18,INTERNAL MEDICINE/MEDICINE,STANFORD_U_R00,STANFORD,CA,SCHOOLS OF MEDICINE,2012,NHLBI,Private,R01,STAYED,9,YES,female,Private,Private,YES,YES
NIGMS,7,MICROBIOLOGY/IMMUN/VIROLOGY,U_OF_WASHINGTON_K99,SEATTLE,WA,SCHOOLS OF MEDICINE,NIGMS,Public,FALSE,FALSE,NIGMS,1,CHEMISTRY,WASHINGTON_U_R00,SAINT LOUIS,MO,SCHOOLS OF ARTS AND SCIENCES,2021,NIGMS,Private,Unknown,LEFT,1,NO,female,Public,Private,YES,YES
NHGRI,7,UnavaiLABle,BROAD_INST_INC_K99,CAMBRIDGE,MA,Research Institutes,NHGRI,Private,FALSE,FALSE,NHGRI,3,GENETICS,YALE_U_R00,NEW HAVEN,CT,SCHOOLS OF MEDICINE,2021,NHGRI,Private,Unknown,LEFT,1,NO,male,Private,Private,NO,YES
